1606141556.216		8395	2904	60	5318	113	7903	79	157	0	200
1606141555.220		1524532	1517604	61	6658	209	1524077	79	157	0	200
1606141557.216		6581	2417	53	4005	106	6272	79	157	0	200
1606141558.216		6374	2422	36	3740	176	5981	79	157	0	200
1606141559.215		6615	2955	65	3503	92	6317	79	157	0	200
1606141560.215		6077	2454	31	3501	91	5721	79	157	0	200
1606141561.215		6378	2780	70	3433	95	6074	79	157	0	200
1606141562.215		6332	2643	56	3549	84	6050	79	157	0	200
1606141563.216		6512	2309	66	3982	155	6151	79	157	0	200
1606141564.215		5930	2462	71	3265	132	5506	79	157	0	200
1606141565.216		6010	2304	77	3538	91	5701	79	157	0	200
1606141566.215		6110	2261	34	3747	68	5856	79	157	0	200
1606141567.216		6975	2087	77	4726	85	6555	79	157	0	200
1606141568.215		5972	2557	64	3254	97	5621	79	157	0	200
1606141569.216		5978	2288	34	3576	80	5715	79	157	0	200
1606141570.216		6535	2128	38	4259	110	6256	79	157	0	200
1606141571.215		5670	2162	35	3385	88	5397	79	157	0	200
1606141572.216		5872	2417	33	3294	128	5554	79	157	0	200
1606141573.215		6658	2546	96	3894	122	6283	79	157	0	200
1606141574.216		6051	2576	35	3353	87	5772	79	157	0	200
1606141575.215		7118	2716	57	4167	178	6727	79	157	0	200
1606141576.216		6239	2187	69	3880	103	5937	79	157	0	200
1606141577.216		6574	2981	66	3435	92	6214	79	157	0	200
1606141578.215		6103	2134	40	3124	805	5787	79	157	0	200
1606141579.215		5883	2119	65	3552	147	5546	79	157	0	200
1606141580.216		6055	2461	41	3453	100	5750	79	157	0	200
1606141581.216		6228	2588	32	3437	171	5870	79	157	0	200
1606141582.215		5701	2166	37	3374	124	5388	79	157	0	200
1606141583.215		7264	3187	65	3915	97	6965	79	157	0	200
1606141584.216		5929	2310	94	3314	211	5441	79	157	0	200
1606141585.216		5852	2164	55	3512	121	5474	79	157	0	200
1606141585.548		5895	2119	34	3644	98	5611	79	157	0	200
1606141585.881		5832	2323	38	3352	119	5497	79	157	0	200
1606141586.215		5960	2460	33	3366	101	5687	79	157	0	200
1606141586.548		5409	1944	62	3289	114	5091	79	157	0	200
1606141586.881		6089	2387	94	3543	65	5769	79	157	0	200
1606141587.216		6053	2471	40	3446	96	5711	79	157	0	200
1606141587.549		5929	1929	65	3807	128	5569	79	157	0	200
1606141587.882		5593	1976	37	3458	122	5276	79	157	0	200
1606141588.215		8161	1924	66	3829	2342	7712	79	157	0	200
1606141588.549		5715	2202	44	3328	141	5388	79	157	0	200
1606141588.882		6439	2363	87	3258	731	6010	79	157	0	200
1606141589.215		7049	2450	133	4340	126	6640	79	157	0	200
1606141589.549		5648	1961	38	3560	89	5396	79	157	0	200
1606141589.882		6283	2080	65	4041	97	6004	79	157	0	200
1606141590.216		6571	2452	30	3989	100	6263	79	157	0	200
1606141590.548		7773	2048	35	5584	106	7469	79	157	0	200
1606141590.881		6263	2141	37	3983	102	5975	79	157	0	200
1606141591.215		6103	2169	34	3768	132	5803	79	157	0	200
1606141591.549		8256	2256	79	5808	113	7908	79	157	0	200
1606141591.882		5536	2193	32	3239	72	5265	79	157	0	200
1606141592.215		5615	2333	66	3027	189	5208	79	157	0	200
1606141592.549		5801	2001	230	3419	151	5267	79	157	0	200
1606141592.882		5721	2175	65	3386	95	5414	79	157	0	200
1606141593.216		5938	2440	60	3323	115	5585	79	157	0	200
1606141593.549		5891	2158	67	3566	100	5597	79	157	0	200
1606141593.881		5696	2527	25	3057	87	5440	79	157	0	200
1606141594.215		6486	2438	66	3885	97	6111	79	157	0	200
1606141594.548		6912	2599	67	4153	93	6591	79	157	0	200
1606141594.881		5834	2198	39	3496	101	5531	79	157	0	200
1606141595.216		5905	2148	26	3667	64	5641	79	157	0	200
1606141595.549		6061	2047	98	3780	136	5708	79	157	0	200
1606141595.882		6534	2412	67	3944	111	6175	79	157	0	200
1606141596.215		6204	2668	32	3386	118	5755	79	157	0	200
1606141596.548		5544	2054	99	3177	214	5111	79	157	0	200
1606141596.881		6103	2139	36	3824	104	5824	79	157	0	200
1606141597.215		5816	2058	64	3581	113	5498	79	157	0	200
1606141597.548		5884	2093	41	3624	126	5547	79	157	0	200
1606141597.882		5942	2329	38	3470	105	5638	79	157	0	200
1606141598.215		5818	2521	43	3128	126	5494	79	157	0	200
1606141598.548		6390	2384	41	3833	132	5915	79	157	0	200
1606141598.882		5924	2275	44	3535	70	5626	79	157	0	200
1606141599.215		5904	2424	30	3370	80	5628	79	157	0	200
1606141599.548		6491	2383	57	3950	101	6190	79	157	0	200
1606141599.881		5737	2270	74	3256	137	5316	79	157	0	200
1606141600.215		6381	2325	31	3861	164	5922	79	157	0	200
1606141600.549		6827	2379	47	4300	101	6531	79	157	0	200
1606141600.882		5255	1910	193	3013	139	4807	79	157	0	200
1606141601.216		5859	2334	36	3365	124	5559	79	157	0	200
1606141601.549		5914	2393	82	3352	87	5597	79	157	0	200
1606141601.882		5557	1979	172	3258	148	5040	79	157	0	200
1606141602.215		6534	2130	69	4136	199	6054	79	157	0	200
1606141602.548		5755	2397	58	3208	92	5397	79	157	0	200
1606141602.882		6276	2674	31	3474	97	5976	79	157	0	200
1606141603.216		6249	2165	55	3918	111	5922	79	157	0	200
1606141603.549		5878	2495	49	3240	94	5587	79	157	0	200
1606141603.881		5706	2181	136	3292	97	5333	79	157	0	200
1606141604.216		7727	2002	44	5579	102	7447	79	157	0	200
1606141604.549		5796	2285	74	3298	139	5419	79	157	0	200
1606141604.882		5721	2215	135	3207	164	5252	79	157	0	200
1606141605.216		7720	3361	65	4158	136	7374	79	157	0	200
1606141605.549		6047	2267	105	3345	330	5586	79	157	0	200
1606141605.882		6104	2371	59	3578	96	5695	79	157	0	200
1606141606.216		6491	2421	161	3795	114	6048	79	157	0	200
1606141606.548		6086	2174	40	3724	148	5764	79	157	0	200
1606141606.882		5874	2429	77	3277	91	5549	79	157	0	200
1606141607.215		5911	2144	74	3195	498	5194	79	157	0	200
1606141607.548		5560	2311	69	3120	60	5287	79	157	0	200
1606141607.881		6032	2440	51	3417	124	5678	79	157	0	200
1606141608.215		5947	2464	41	3346	96	5618	79	157	0	200
1606141608.549		5924	2271	97	3326	230	5551	79	157	0	200
1606141608.882		5619	2070	36	3410	103	5326	79	157	0	200
1606141609.215		5920	2208	127	3345	240	5320	79	157	0	200
1606141609.549		5623	2190	36	3310	87	5336	79	157	0	200
1606141609.881		5643	2295	40	3178	130	5328	79	157	0	200
1606141610.216		5673	2315	70	3193	95	5356	79	157	0	200
1606141610.549		6141	2625	60	3321	135	5761	79	157	0	200
1606141610.882		6085	2422	51	3514	98	5771	79	157	0	200
1606141611.215		6701	2295	31	4201	174	6326	79	157	0	200
1606141611.548		7057	2034	36	4880	107	6719	79	157	0	200
1606141611.881		7045	2373	193	4311	168	6552	79	157	0	200
1606141612.216		6015	2207	66	3606	136	5661	79	157	0	200
1606141612.549		5919	2240	63	3514	102	5611	79	157	0	200
1606141612.882		5945	2095	50	2993	807	5426	79	157	0	200
