1606141017.747		29075	25529	60	3386	100	28660	79	157	0	200
1606141018.686		5752	2193	65	3386	108	5263	79	157	0	200
1606141019.533		19748	4086	166	15277	219	19017	79	157	0	200
1606141020.308		23570	6939	265	16184	182	22037	79	157	0	200
1606141021.028		13160	4758	119	8041	242	12054	79	157	0	200
1606141021.702		14970	3608	49	11109	204	14298	79	157	0	200
1606141022.339		23151	6361	130	16440	220	22454	79	157	0	200
1606141022.944		41899	7861	260	33394	384	40506	79	157	0	200
1606141023.521		26970	3531	144	23096	199	26416	79	157	0	200
1606141024.075		25434	7491	77	10814	7052	21458	79	157	0	200
1606141024.608		23226	6878	51	16066	231	22758	79	157	0	200
1606141025.120		7239	2355	53	4711	120	6916	79	157	0	200
1606141025.616		16891	4944	72	11698	177	16060	79	157	0	200
1606141026.096		18446	5154	165	12877	250	17537	79	157	0	200
1606141026.563		33255	19245	84	12828	1098	31247	79	157	0	200
1606141027.017		24832	6556	213	17490	573	23487	79	157	0	200
1606141027.457		22069	6872	93	14779	325	20988	79	157	0	200
1606141027.889		17701	10398	114	7061	128	9185	79	157	0	200
1606141028.308		7569	2860	63	4519	127	6553	79	157	0	200
1606141028.719		7655	2058	35	5437	125	7315	79	157	0	200
1606141029.120		11493	3436	53	7879	125	11115	79	157	0	200
1606141029.513		36158	7841	48	27746	523	35209	79	157	0	200
1606141029.900		11306	3864	75	7216	151	10462	79	157	0	200
1606141030.277		7443	2723	85	4501	134	6905	79	157	0	200
1606141030.648		6296	2508	29	3619	140	5885	79	157	0	200
1606141031.012		23274	6357	330	16388	199	22322	79	157	0	200
1606141031.370		29588	7056	116	21706	710	28261	79	157	0	200
1606141031.722		23300	6698	181	16068	353	22291	79	157	0	200
1606141032.069		10970	3695	76	6993	206	10278	79	157	0	200
1606141032.411		17172	7684	63	8814	611	14894	79	157	0	200
1606141032.746		19344	6865	89	11819	571	18389	79	157	0	200
1606141033.076		12541	3480	47	8878	136	12022	79	157	0	200
1606141033.403		17361	7415	185	9585	176	16828	79	157	0	200
1606141033.724		6655	2135	95	4302	123	6232	79	157	0	200
1606141034.042		9594	2271	69	7122	132	9169	79	157	0	200
1606141034.355		11153	3192	92	7803	66	10851	79	157	0	200
1606141034.664		24392	9424	221	14511	236	23230	79	157	0	200
1606141034.970		10814	4676	91	5856	191	10366	79	157	0	200
1606141035.270		41490	6817	225	34198	250	40677	79	157	0	200
1606141035.568		24980	8875	146	15702	257	24114	79	157	0	200
1606141035.863		14579	3149	66	11261	103	14116	79	157	0	200
1606141036.155		20422	5258	75	14557	532	19681	79	157	0	200
1606141036.442		12927	4170	320	7003	1434	10901	79	157	0	200
1606141036.728		18322	5206	81	12764	271	17623	79	157	0	200
1606141037.009		5696	1914	43	3627	112	5341	79	157	0	200
1606141037.287		9051	3845	171	4830	205	8287	79	157	0	200
1606141037.563		33018	5807	114	26708	389	32198	79	157	0	200
1606141037.836		6852	2179	54	4498	121	6538	79	157	0	200
1606141038.107		8759	3372	54	5069	264	8149	79	157	0	200
1606141038.375		7205	2375	103	4520	207	6758	79	157	0	200
1606141038.641		6743	2473	48	4017	205	6207	79	157	0	200
1606141038.903		42867	32634	75	9909	249	42266	79	157	0	200
1606141039.163		15861	4469	55	11139	198	14659	79	157	0	200
1606141039.422		11094	4095	95	6800	104	10302	79	157	0	200
1606141039.678		20479	5210	248	14330	691	19107	79	157	0	200
1606141039.931		27483	5729	115	21413	226	26883	79	157	0	200
1606141040.183		32783	11514	74	20950	245	31846	79	157	0	200
1606141040.432		29177	5077	130	23765	205	28527	79	157	0	200
1606141040.681		24416	7900	100	15521	895	23031	79	157	0	200
1606141040.926		18218	5680	129	11992	417	17405	79	157	0	200
1606141041.169		7584	2690	37	4753	104	7078	79	157	0	200
1606141041.410		6022	2210	59	3638	115	5720	79	157	0	200
1606141041.650		9271	3739	59	5310	163	8885	79	157	0	200
1606141041.888		6972	2965	74	3796	137	6046	79	157	0	200
1606141042.124		17539	4261	117	13015	146	16888	79	157	0	200
1606141042.359		6034	2227	79	3598	130	5583	79	157	0	200
1606141042.591		10921	3559	37	7176	149	10520	79	157	0	200
1606141042.823		34993	11144	39	23633	177	34073	79	157	0	200
1606141043.052		16087	4802	78	10721	486	15128	79	157	0	200
1606141043.280		18132	5985	176	9707	2264	14802	79	157	0	200
1606141043.507		10206	3027	71	4786	2322	9588	79	157	0	200
1606141043.731		7500	2242	90	4931	237	6968	79	157	0	200
1606141043.954		24836	5227	81	19334	194	24070	79	157	0	200
1606141044.176		5617	2254	63	3198	102	5166	79	157	0	200
1606141044.396		12355	3893	54	8226	182	11889	79	157	0	200
1606141044.616		16220	5612	515	9967	126	15256	79	157	0	200
1606141044.832		14467	3744	173	10327	223	13759	79	157	0	200
1606141045.049		13963	4565	64	9145	189	13442	79	157	0	200
1606141045.263		13310	3362	52	9725	171	12770	79	157	0	200
1606141045.477		12284	3558	95	8470	161	11767	79	157	0	200
1606141045.690		14991	4285	140	10395	171	14350	79	157	0	200
1606141045.900		31475	6969	285	24035	186	30787	79	157	0	200
1606141046.110		65162	7313	68	57616	165	64680	79	157	0	200
1606141046.318		32352	21810	140	10242	160	31666	79	157	0	200
1606141046.526		11473	2691	46	8579	157	11055	79	157	0	200
1606141046.732		9980	3129	93	6592	166	9500	79	157	0	200
1606141046.937		9415	3700	53	5351	311	8845	79	157	0	200
1606141047.142		21460	6196	190	14713	361	20472	79	157	0	200
1606141047.343		6952	2134	104	4502	212	6417	79	157	0	200
1606141047.545		29169	11374	222	17309	264	28359	79	157	0	200
