1606142029.249		281043	277744	68	3069	162	280678	79	157	0	200
1606142030.244		5949	2081	61	3699	108	5659	79	157	0	200
1606142031.245		5569	2337	63	3077	92	5275	79	157	0	200
1606142032.244		7387	3649	44	3581	113	7088	79	157	0	200
1606142033.244		6945	3493	90	3272	90	6592	79	157	0	200
1606142034.244		6112	2320	64	3620	108	5789	79	157	0	200
1606142035.243		7076	3439	69	3469	99	6751	79	157	0	200
1606142036.245		6521	2376	36	4005	104	6237	79	157	0	200
1606142037.244		6591	2794	38	3656	103	6309	79	157	0	200
1606142038.244		7040	3478	56	3446	60	6773	79	157	0	200
1606142039.244		6810	2613	51	4061	85	6540	79	157	0	200
1606142040.244		5772	2186	55	3442	89	5486	79	157	0	200
1606142041.244		8862	3254	78	3817	1713	8189	79	157	0	200
1606142042.244		6207	2476	105	3278	348	5801	79	157	0	200
1606142043.245		6294	2457	67	3671	99	5977	79	157	0	200
1606142044.244		7990	3893	98	3904	95	7626	79	157	0	200
1606142045.244		22156	13157	48	8831	120	21833	79	157	0	200
1606142046.244		6636	2216	74	4241	105	6297	79	157	0	200
1606142047.244		7084	3475	48	3395	166	6727	79	157	0	200
1606142048.244		5724	2257	117	3295	55	5359	79	157	0	200
1606142049.245		7006	2468	53	4311	174	6642	79	157	0	200
1606142050.244		7963	3140	92	3277	1454	7619	79	157	0	200
1606142051.244		5814	2341	136	3211	126	5410	79	157	0	200
1606142052.244		6924	2105	133	4540	146	6465	79	157	0	200
1606142053.244		14517	5199	86	9126	106	14144	79	157	0	200
1606142054.245		8485	2423	53	5838	171	8143	79	157	0	200
1606142055.244		46559	31350	90	14868	251	46006	79	157	0	200
1606142056.244		10000	4775	86	5039	100	9648	79	157	0	200
1606142057.245		52816	23723	35	28939	119	52484	79	157	0	200
1606142058.244		24966	2820	29	21942	175	24597	79	157	0	200
1606142059.244		8886	3883	138	4698	167	8426	79	157	0	200
1606142060.244		10255	2560	30	7503	162	9923	79	157	0	200
1606142061.244		14586	3042	70	11125	349	13975	79	157	0	200
1606142062.245		8512	3694	55	4498	265	8048	79	157	0	200
1606142063.244		7585	2599	77	4700	209	7175	79	157	0	200
1606142064.243		23318	7705	65	15383	165	22917	79	157	0	200
1606142065.245		12234	6084	89	5905	156	11827	79	157	0	200
1606142066.244		6897	2392	97	4271	137	6492	79	157	0	200
1606142067.244		17538	2926	271	14232	109	16992	79	157	0	200
1606142068.244		21841	13028	87	8620	106	21492	79	157	0	200
1606142069.244		7844	2201	78	5325	240	7368	79	157	0	200
1606142070.244		10736	5304	66	5268	98	10333	79	157	0	200
1606142071.244		10098	5465	84	4449	100	9782	79	157	0	200
1606142072.244		16879	6317	35	10422	105	16542	79	157	0	200
1606142073.244		8499	2586	39	5744	130	8180	79	157	0	200
1606142074.244		6814	3428	109	3136	141	6432	79	157	0	200
